mse,mae,rmse,r2,intercept,coef_size,std_coef_size,coef_rooms,std_coef_rooms,coef_bathrooms,std_coef_bathrooms,coef_age,std_coef_age,coef_latitude,std_coef_latitude,coef_longitude,std_coef_longitude
775.1128503052436,24.160259791200847,27.840848591687063,0.9638075535515667,-386.93182117887625,0.20311490148787575,141.65514320841487,30.629216808617535,34.51854951418892,26.213976662445447,21.514392215267257,-1.5566750719868523,-14.323716410694498,-3.7984198690727213,-7.379284218785197,-4.203985646800003,-8.056891145881151
